# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/home/irenest/irene/Candida_susanne/gff/GCF_000182965.3_ASM18296v3_genomic.gff" "-o" "/home/irenest/irene/RNAseq_c_albicans/candida_RNAseq_CDS_counts.txt" "-t" "CDS" "-g" "ID" "-p" "-T" "8" "align/Y10_S10_PEAligned.out.bam" "align/Y10_S10_PEAligned.out.sorted.bam" "align/Y11_S11_PEAligned.out.bam" "align/Y11_S11_PEAligned.out.sorted.bam" "align/Y12_S12_PEAligned.out.bam" "align/Y12_S12_PEAligned.out.sorted.bam" "align/Y1_S1_PEAligned.out.bam" "align/Y1_S1_PEAligned.out.sorted.bam" "align/Y2_S2_PEAligned.out.bam" "align/Y2_S2_PEAligned.out.sorted.bam" "align/Y3_S3_PEAligned.out.bam" "align/Y3_S3_PEAligned.out.sorted.bam" "align/Y4_S4_PEAligned.out.bam" "align/Y4_S4_PEAligned.out.sorted.bam" "align/Y5_S5_PEAligned.out.bam" "align/Y5_S5_PEAligned.out.sorted.bam" "align/Y6_S6_PEAligned.out.bam" "align/Y6_S6_PEAligned.out.sorted.bam" "align/Y7_S7_PEAligned.out.bam" "align/Y7_S7_PEAligned.out.sorted.bam" "align/Y8_S8_PEAligned.out.bam" "align/Y8_S8_PEAligned.out.sorted.bam" "align/Y9_S9_PEAligned.out.bam" "align/Y9_S9_PEAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	align/Y10_S10_PEAligned.out.bam	align/Y10_S10_PEAligned.out.sorted.bam	align/Y11_S11_PEAligned.out.bam	align/Y11_S11_PEAligned.out.sorted.bam	align/Y12_S12_PEAligned.out.bam	align/Y12_S12_PEAligned.out.sorted.bam	align/Y1_S1_PEAligned.out.bam	align/Y1_S1_PEAligned.out.sorted.bam	align/Y2_S2_PEAligned.out.bam	align/Y2_S2_PEAligned.out.sorted.bam	align/Y3_S3_PEAligned.out.bam	align/Y3_S3_PEAligned.out.sorted.bam	align/Y4_S4_PEAligned.out.bam	align/Y4_S4_PEAligned.out.sorted.bam	align/Y5_S5_PEAligned.out.bam	align/Y5_S5_PEAligned.out.sorted.bam	align/Y6_S6_PEAligned.out.bam	align/Y6_S6_PEAligned.out.sorted.bam	align/Y7_S7_PEAligned.out.bam	align/Y7_S7_PEAligned.out.sorted.bam	align/Y8_S8_PEAligned.out.bam	align/Y8_S8_PEAligned.out.sorted.bam	align/Y9_S9_PEAligned.out.bam	align/Y9_S9_PEAligned.out.sorted.bam
cds-XP_720544.2	NC_032093.1	504892	506283	-	1392	963	963	1070	1070	968	968	1948	1948	1299	1299	1178	1178	1178	1178	1299	1299	1191	1191	1053	1053	1029	1029	1050	1050
cds-XP_720545.1	NC_032093.1	508123	509403	+	1281	426	426	496	496	351	351	671	671	549	549	452	452	376	376	529	529	501	501	400	400	340	340	378	378
cds-XP_720546.2	NC_032093.1	509606	511327	-	1722	4198	4198	4866	4866	3084	3084	13472	13472	10128	10128	9513	9513	7927	7927	9781	9781	9297	9297	4667	4667	3095	3095	3617	3617
cds-XP_019330963.1	NC_032093.1;NC_032093.1	511587;511707	511622;513602	-;-	1932	526	526	565	565	582	582	466	466	412	412	349	349	375	375	375	375	406	406	553	553	499	499	575	575
cds-XP_720549.1	NC_032093.1	514002	515186	-	1185	1174	1174	1202	1202	1537	1537	2854	2854	1941	1941	1652	1652	1448	1448	1799	1799	1538	1538	1478	1478	1077	1077	1361	1361
cds-XP_720550.1	NC_032093.1	515646	515960	+	315	1787	1787	1875	1875	1970	1970	3127	3127	2587	2587	2124	2124	1928	1928	2551	2551	1911	1911	1980	1980	1510	1510	1830	1830
cds-XP_720551.1	NC_032093.1	517861	521547	-	3687	1624	1624	2019	2019	1021	1021	1962	1962	2026	2026	1746	1746	1638	1638	2375	2375	1609	1609	1456	1456	902	902	1204	1204
cds-XP_720552.1	NC_032093.1	523617	524495	-	879	326	326	343	343	330	330	687	687	483	483	486	486	429	429	513	513	431	431	352	352	285	285	329	329
cds-XP_720553.2	NC_032093.1	524833	525309	-	477	116	116	139	139	104	104	289	289	286	286	191	191	198	198	227	227	204	204	112	112	111	111	111	111
cds-XP_720554.2	NC_032093.1	525672	527018	-	1347	1091	1091	1069	1069	945	945	1608	1608	1488	1488	1404	1404	1070	1070	1480	1480	1183	1183	996	996	803	803	892	892
cds-XP_720555.2	NC_032093.1	529671	531464	+	1794	14751	14751	14436	14436	16025	16025	22805	22805	18153	18153	16240	16240	11337	11337	13779	13779	14225	14225	17117	17117	12791	12791	16628	16628
cds-XP_720556.2	NC_032093.1	531715	532662	-	948	981	981	1119	1119	1008	1008	1598	1598	1181	1181	1285	1285	922	922	1057	1057	1205	1205	1069	1069	911	911	890	890
cds-XP_720557.2	NC_032093.1	533214	534119	+	906	3310	3310	3582	3582	3855	3855	5501	5501	3952	3952	3680	3680	2934	2934	3481	3481	3586	3586	3767	3767	2778	2778	3680	3680
cds-XP_720559.2	NC_032093.1	534199	534717	-	519	605	605	658	658	676	676	1205	1205	785	785	724	724	631	631	904	904	768	768	687	687	496	496	683	683
cds-XP_720560.2	NC_032093.1	535546	537645	+	2100	123	123	158	158	78	78	353	353	302	302	214	214	210	210	349	349	182	182	111	111	81	81	97	97
cds-XP_720561.1	NC_032093.1	537707	538597	-	891	1416	1416	1541	1541	1589	1589	1890	1890	1445	1445	1279	1279	1159	1159	1375	1375	1143	1143	1559	1559	1156	1156	1495	1495
cds-XP_720562.1	NC_032093.1	538877	541222	+	2346	1265	1265	1545	1545	1500	1500	1923	1923	1549	1549	1455	1455	1102	1102	1472	1472	1435	1435	1458	1458	1284	1284	1399	1399
cds-XP_720564.2	NC_032093.1	541501	542742	-	1242	258	258	337	337	231	231	455	455	530	530	291	291	393	393	556	556	277	277	269	269	217	217	233	233
cds-XP_019330964.1	NC_032093.1;NC_032093.1	547644;548203	547767;553208	+;+	5130	20144	20144	24329	24329	16422	16422	13023	13023	14316	14316	13589	13589	13888	13888	18104	18104	12077	12077	18875	18875	14767	14767	16324	16324
cds-XP_720566.1	NC_032093.1	553739	554719	+	981	2597	2597	2817	2817	3651	3651	5746	5746	4301	4301	3197	3197	2776	2776	3341	3341	3238	3238	2593	2593	2318	2318	2576	2576
cds-XP_720569.2	NC_032093.1	555200	556462	-	1263	6679	6679	7069	7069	7061	7061	4947	4947	4756	4756	4156	4156	4431	4431	4488	4488	3109	3109	7106	7106	5966	5966	6638	6638
cds-XP_720570.2	NC_032093.1	557609	559051	-	1443	2107	2107	2492	2492	1511	1511	1735	1735	2367	2367	2791	2791	1962	1962	2637	2637	2141	2141	2264	2264	1685	1685	1896	1896
cds-XP_720571.2	NC_032093.1	559298	560461	-	1164	2766	2766	3202	3202	2164	2164	2494	2494	2734	2734	3315	3315	2168	2168	3443	3443	2630	2630	3204	3204	2279	2279	2550	2550
cds-XP_720572.1	NC_032093.1	562888	563793	+	906	250	250	325	325	317	317	216	216	165	165	195	195	158	158	174	174	193	193	346	346	339	339	317	317
cds-XP_720573.2	NC_032093.1	565049	566509	+	1461	2700	2700	2955	2955	3013	3013	4819	4819	3307	3307	2928	2928	2910	2910	3247	3247	2788	2788	2987	2987	2561	2561	2993	2993
cds-XP_019330965.1	NC_032093.1;NC_032093.1;NC_032093.1	566644;567246;567586	567172;567465;568018	-;-;-	1182	116	116	126	126	100	100	251	251	160	160	156	156	163	163	192	192	124	124	112	112	138	138	82	82
cds-XP_720576.2	NC_032093.1	568081	570480	-	2400	5817	5817	6100	6100	6404	6404	11226	11226	8344	8344	6926	6926	7142	7142	7570	7570	5817	5817	5775	5775	6183	6183	6229	6229
cds-XP_720577.1	NC_032093.1	570689	572443	-	1755	1128	1128	1234	1234	1211	1211	2010	2010	1546	1546	1305	1305	1243	1243	1443	1443	1409	1409	1281	1281	1202	1202	1235	1235
cds-XP_720578.2	NC_032093.1	573167	575461	+	2295	275	275	322	322	339	339	397	397	338	338	258	258	277	277	345	345	223	223	316	316	373	373	239	239
cds-XP_720579.1	NC_032093.1	575960	576265	+	306	1865	1865	2017	2017	2299	2299	3792	3792	2287	2287	2135	2135	1606	1606	2247	2247	2257	2257	2024	2024	2442	2442	2072	2072
cds-XP_720581.2	NC_032093.1	576552	579308	-	2757	3521	3521	3896	3896	3590	3590	5364	5364	3747	3747	3228	3228	3559	3559	3868	3868	3075	3075	3546	3546	3993	3993	3393	3393
cds-XP_720582.1	NC_032093.1	580917	582386	+	1470	4284	4284	4301	4301	4114	4114	2154	2154	1589	1589	1842	1842	1975	1975	2200	2200	1725	1725	3692	3692	3775	3775	3622	3622
cds-XP_720583.2	NC_032093.1	582629	586153	-	3525	1288	1288	1469	1469	1404	1404	2519	2519	1839	1839	1602	1602	1465	1465	1738	1738	1553	1553	1220	1220	1597	1597	1403	1403
cds-XP_720586.1	NC_032093.1	586676	588685	-	2010	3574	3574	4015	4015	4189	4189	4451	4451	3637	3637	2909	2909	3292	3292	3429	3429	2802	2802	3474	3474	3465	3465	3532	3532
cds-XP_720587.1	NC_032093.1	589400	591802	-	2403	99	99	119	119	77	77	90	90	71	71	29	29	72	72	79	79	62	62	81	81	62	62	66	66
cds-XP_720588.1	NC_032093.1	594501	595151	+	651	402	402	499	499	480	480	534	534	386	386	348	348	340	340	426	426	452	452	398	398	399	399	413	413
cds-XP_720590.2	NC_032093.1	595462	598119	-	2658	6841	6841	7734	7734	8360	8360	15222	15222	11889	11889	8764	8764	8819	8819	9780	9780	8070	8070	6981	6981	7112	7112	7523	7523
cds-XP_720591.1	NC_032093.1	600804	601811	-	1008	9988	9988	11107	11107	11699	11699	17885	17885	12574	12574	10270	10270	9542	9542	12345	12345	10773	10773	10242	10242	9869	9869	10018	10018
cds-XP_720592.1	NC_032093.1	602727	604307	+	1581	1160	1160	1365	1365	1241	1241	1360	1360	1265	1265	1071	1071	1019	1019	1244	1244	1111	1111	1111	1111	1139	1139	1049	1049
cds-XP_720594.2	NC_032093.1	604742	605716	+	975	239	239	264	264	221	221	211	211	228	228	328	328	220	220	258	258	238	238	249	249	208	208	221	221
cds-XP_720595.2	NC_032093.1	606039	607136	+	1098	191	191	245	245	211	211	308	308	277	277	168	168	167	167	262	262	265	265	227	227	209	209	229	229
cds-XP_720596.2	NC_032093.1	607797	610301	+	2505	3164	3164	3504	3504	2883	2883	4053	4053	3503	3503	3317	3317	2963	2963	3598	3598	3208	3208	3199	3199	2319	2319	2977	2977
cds-XP_720598.1	NC_032093.1	611323	612285	+	963	9772	9772	11016	11016	11371	11371	14454	14454	11511	11511	9853	9853	8189	8189	10182	10182	10475	10475	11267	11267	8206	8206	11002	11002
cds-XP_720600.2	NC_032093.1	612652	613482	+	831	495	495	536	536	430	430	585	585	475	475	579	579	344	344	438	438	485	485	494	494	425	425	451	451
cds-XP_720601.2	NC_032093.1	613567	614718	-	1152	1839	1839	2112	2112	2506	2506	3961	3961	2706	2706	2458	2458	2002	2002	2415	2415	2463	2463	2241	2241	1624	1624	2240	2240
cds-XP_720602.1	NC_032093.1	614913	616580	+	1668	1922	1922	2067	2067	2234	2234	2689	2689	2028	2028	1873	1873	1836	1836	1999	1999	1956	1956	2060	2060	1800	1800	1856	1856
cds-XP_720603.2	NC_032093.1	616642	619695	-	3054	2621	2621	2901	2901	2611	2611	3442	3442	2694	2694	2291	2291	2141	2141	2611	2611	2331	2331	2641	2641	2429	2429	2380	2380
cds-XP_720604.2	NC_032093.1	620204	621007	+	804	1244	1244	1390	1390	1115	1115	1423	1423	1352	1352	1305	1305	1087	1087	1477	1477	1072	1072	1389	1389	1169	1169	1216	1216
cds-XP_720606.1	NC_032093.1	621344	622543	+	1200	1186	1186	1146	1146	1267	1267	2063	2063	1509	1509	1706	1706	1180	1180	1442	1442	1568	1568	1307	1307	1037	1037	1147	1147
cds-XP_720608.2	NC_032093.1	623507	625951	+	2445	878	878	1104	1104	596	596	827	827	799	799	481	481	597	597	856	856	489	489	760	760	585	585	663	663
cds-XP_720611.1	NC_032093.1	626060	627808	-	1749	5351	5351	5592	5592	5906	5906	8516	8516	6710	6710	5448	5448	5518	5518	6353	6353	5013	5013	5890	5890	4692	4692	5336	5336
cds-XP_720612.1	NC_032093.1	628354	629076	-	723	123	123	111	111	99	99	76	76	60	60	46	46	95	95	73	73	58	58	147	147	76	76	145	145
cds-XP_019330966.1	NC_032093.1;NC_032093.1	629164;629393	629323;629673	+;+	441	278	278	317	317	306	306	418	418	367	367	319	319	342	342	364	364	352	352	310	310	256	256	334	334
cds-XP_720613.1	NC_032093.1	629720	630532	-	813	1764	1764	2033	2033	1922	1922	2862	2862	2017	2017	1972	1972	1615	1615	2224	2224	1698	1698	1894	1894	1756	1756	1880	1880
cds-XP_720614.2	NC_032093.1	630777	631655	+	879	840	840	1114	1114	1076	1076	868	868	792	792	943	943	681	681	843	843	963	963	961	961	791	791	849	849
cds-XP_720615.2	NC_032093.1	631817	636205	-	4389	8122	8122	9041	9041	7313	7313	7698	7698	6888	6888	4398	4398	5354	5354	6217	6217	4419	4419	6866	6866	5711	5711	6395	6395
cds-XP_720616.1	NC_032093.1	638962	639987	-	1026	2251	2251	2667	2667	2650	2650	5710	5710	4171	4171	5832	5832	2999	2999	3728	3728	5372	5372	2736	2736	2389	2389	2723	2723
cds-XP_720618.1	NC_032093.1	641753	642208	+	456	22312	22312	24790	24790	22758	22758	36003	36003	28392	28392	27582	27582	27322	27322	30544	30544	24039	24039	25016	25016	21212	21212	22188	22188
cds-XP_720619.2	NC_032093.1	642638	644950	+	2313	2362	2362	2908	2908	3123	3123	5053	5053	3766	3766	3001	3001	2608	2608	2974	2974	3010	3010	1953	1953	2788	2788	2432	2432
cds-XP_720622.2	NC_032093.1	645248	647530	-	2283	662	662	744	744	760	760	1105	1105	717	717	697	697	592	592	681	681	640	640	654	654	712	712	687	687
cds-XP_720623.2	NC_032093.1	648510	649700	+	1191	1078	1078	1195	1195	1138	1138	1575	1575	1218	1218	1115	1115	1046	1046	1252	1252	1017	1017	1150	1150	1040	1040	1091	1091
cds-XP_720624.2	NC_032093.1	649786	650901	-	1116	2443	2443	2676	2676	2664	2664	2257	2257	1641	1641	1657	1657	1378	1378	1557	1557	1630	1630	2685	2685	2536	2536	2485	2485
cds-XP_720625.2	NC_032093.1	651905	653617	-	1713	4987	4987	5981	5981	3777	3777	3569	3569	3754	3754	4609	4609	2953	2953	5096	5096	3933	3933	4982	4982	4153	4153	3895	3895
cds-XP_720628.2	NC_032093.1	656966	659482	+	2517	3838	3838	4203	4203	3821	3821	4893	4893	3717	3717	2983	2983	3314	3314	3806	3806	2885	2885	4036	4036	3469	3469	3733	3733
cds-XP_720629.1	NC_032093.1	659648	660151	-	504	309	309	305	305	311	311	417	417	364	364	374	374	320	320	405	405	338	338	387	387	346	346	306	306
cds-XP_720630.1	NC_032093.1	660366	660920	+	555	591	591	642	642	661	661	973	973	661	661	606	606	553	553	689	689	658	658	613	613	698	698	643	643
cds-XP_720631.2	NC_032093.1	661022	664453	-	3432	2428	2428	2522	2522	2045	2045	2581	2581	2241	2241	2053	2053	2052	2052	2594	2594	1885	1885	2396	2396	2073	2073	1998	1998
cds-XP_720632.2	NC_032093.1	664894	666915	+	2022	949	949	1039	1039	1096	1096	1681	1681	1376	1376	1203	1203	1238	1238	1342	1342	1106	1106	896	896	1295	1295	924	924
cds-XP_720634.1	NC_032093.1	668022	671636	+	3615	3326	3326	3528	3528	3369	3369	7501	7501	5697	5697	4651	4651	5383	5383	5655	5655	4237	4237	3693	3693	3579	3579	3487	3487
cds-XP_720635.1	NC_032093.1	672427	674499	+	2073	625	625	792	792	604	604	985	985	910	910	682	682	727	727	720	720	701	701	587	587	594	594	556	556
cds-XP_720637.1	NC_032093.1	674318	675910	+	1593	538	538	579	579	473	473	856	856	708	708	567	567	574	574	652	652	528	528	497	497	457	457	447	447
cds-XP_720639.1	NC_032093.1	676465	677187	-	723	104	104	143	143	70	70	96	96	66	66	44	44	73	73	68	68	59	59	94	94	48	48	92	92
cds-XP_720640.2	NC_032093.1	679515	681047	-	1533	77	77	99	99	28	28	138	138	82	82	63	63	123	123	137	137	103	103	56	56	40	40	68	68
cds-XP_720641.1	NC_032093.1	682963	683640	+	678	112822	112822	127814	127814	129023	129023	181980	181980	145645	145645	122139	122139	111844	111844	141566	141566	113308	113308	126035	126035	89444	89444	118605	118605
cds-XP_720642.2	NC_032093.1	684022	686037	-	2016	1015	1015	1171	1171	1179	1179	2069	2069	1442	1442	1054	1054	1294	1294	1486	1486	1104	1104	1063	1063	959	959	1102	1102
cds-XP_720644.1	NC_032093.1	687505	688824	+	1320	2495	2495	2931	2931	2944	2944	3423	3423	2740	2740	2853	2853	2066	2066	2758	2758	2616	2616	2721	2721	2372	2372	2629	2629
cds-XP_720645.1	NC_032093.1	688982	689980	-	999	1601	1601	1595	1595	1800	1800	2895	2895	1992	1992	1890	1890	1647	1647	1887	1887	2022	2022	1644	1644	1608	1608	1439	1439
cds-XP_019330967.1	NC_032093.1;NC_032093.1	690600;691049	690974;691057	-;-	384	587	587	676	676	675	675	1342	1342	834	834	697	697	676	676	769	769	745	745	695	695	760	760	622	622
cds-XP_720646.2	NC_032093.1	691292	692740	+	1449	680	680	660	660	677	677	1233	1233	799	799	825	825	776	776	820	820	765	765	720	720	789	789	667	667
cds-XP_720647.2	NC_032093.1	697356	698426	+	1071	1498	1498	1569	1569	1254	1254	2150	2150	1887	1887	7366	7366	1697	1697	2550	2550	6881	6881	1125	1125	1081	1081	1048	1048
cds-XP_720651.2	NC_032093.1	699595	705870	-	6276	7761	7761	9219	9219	6378	6378	8409	8409	8851	8851	7544	7544	6145	6145	8800	8800	6513	6513	7725	7725	5979	5979	6726	6726
cds-XP_720652.2	NC_032093.1	709951	711870	+	1920	4531	4531	5629	5629	3281	3281	5726	5726	4818	4818	3746	3746	3347	3347	4286	4286	3438	3438	4752	4752	3480	3480	3886	3886
cds-XP_720653.2	NC_032093.1	712905	716690	+	3786	4517	4517	4986	4986	4538	4538	5782	5782	4498	4498	4077	4077	3939	3939	4506	4506	3658	3658	4776	4776	4642	4642	4434	4434
cds-XP_720654.2	NC_032093.1	716852	719299	-	2448	3315	3315	3807	3807	2684	2684	3727	3727	3145	3145	3362	3362	3071	3071	3834	3834	2841	2841	3087	3087	2553	2553	2660	2660
cds-XP_712039.2	NC_032093.1	726044	728167	-	2124	336	336	344	344	416	416	313	313	266	266	151	151	174	174	205	205	154	154	387	387	326	326	343	343
cds-XP_712037.1	NC_032093.1	731795	732916	+	1122	838	838	1004	1004	890	890	1428	1428	1078	1078	1617	1617	826	826	991	991	1990	1990	925	925	856	856	884	884
cds-XP_712036.2	NC_032093.1	734682	736340	+	1659	1880	1880	2267	2267	2425	2425	3618	3618	2560	2560	2020	2020	2188	2188	2293	2293	1916	1916	2027	2027	2515	2515	2031	2031
cds-XP_712035.2	NC_032093.1	736879	740160	-	3282	1751	1751	1828	1828	1756	1756	2366	2366	1769	1769	1369	1369	1447	1447	1650	1650	1407	1407	1813	1813	1494	1494	1687	1687
cds-XP_712034.1	NC_032093.1	741739	742398	+	660	21	21	46	46	28	28	131	131	99	99	28	28	63	63	59	59	35	35	73	73	43	43	52	52
cds-XP_712033.2	NC_032093.1	742816	744072	+	1257	14032	14032	15188	15188	15341	15341	27796	27796	20416	20416	17843	17843	17854	17854	20430	20430	14773	14773	16978	16978	13671	13671	15267	15267
cds-XP_019330968.1	NC_032093.1	744290	744577	-	288	1377	1377	1614	1614	1167	1167	1620	1620	1510	1510	1508	1508	1248	1248	1597	1597	1393	1393	1501	1501	1312	1312	1222	1222
cds-XP_712032.2	NC_032093.1	745130	747427	-	2298	1529	1529	1560	1560	1498	1498	1931	1931	1338	1338	1232	1232	1188	1188	1432	1432	1199	1199	1556	1556	1776	1776	1478	1478
cds-XP_712031.2	NC_032093.1	748851	749972	-	1122	1049	1049	1171	1171	861	861	763	763	716	716	434	434	587	587	884	884	397	397	1105	1105	886	886	875	875
cds-XP_712030.2	NC_032093.1	754145	755731	-	1587	259	259	352	352	247	247	227	227	208	208	183	183	222	222	223	223	178	178	249	249	251	251	213	213
cds-XP_712029.2	NC_032093.1	756011	759739	-	3729	1056	1056	1232	1232	855	855	1109	1109	846	846	818	818	803	803	949	949	830	830	1045	1045	915	915	912	912
cds-XP_712027.1	NC_032093.1	761964	763088	+	1125	30196	30196	32920	32920	32105	32105	42455	42455	32760	32760	31145	31145	26793	26793	35112	35112	29011	29011	32638	32638	22398	22398	28930	28930
cds-XP_712026.1	NC_032093.1	763489	763962	+	474	4709	4709	5608	5608	5395	5395	8098	8098	5964	5964	4983	4983	4627	4627	5783	5783	4979	4979	5305	5305	4227	4227	5330	5330
cds-XP_712025.1	NC_032093.1	764152	764667	-	516	402	402	467	467	429	429	387	387	283	283	328	328	347	347	363	363	270	270	468	468	404	404	383	383
cds-XP_712024.1	NC_032093.1	764896	766140	+	1245	699	699	675	675	719	719	1196	1196	853	853	694	694	658	658	792	792	752	752	693	693	729	729	766	766
cds-XP_712023.1	NC_032093.1	766244	766900	-	657	2701	2701	2842	2842	3062	3062	4300	4300	3186	3186	2416	2416	2289	2289	2740	2740	2303	2303	2894	2894	2775	2775	3007	3007
cds-XP_019330969.1	NC_032093.1;NC_032093.1;NC_032093.1	767218;767428;767736	767357;767650;767744	-;-;-	372	1512	1512	1805	1805	2180	2180	3614	3614	2761	2761	2310	2310	2084	2084	2392	2392	2288	2288	1763	1763	1868	1868	1884	1884
cds-XP_712022.1	NC_032093.1	768110	768631	-	522	3061	3061	3291	3291	3351	3351	3711	3711	2758	2758	2984	2984	2261	2261	2865	2865	3043	3043	3029	3029	2905	2905	2961	2961
cds-XP_712021.1	NC_032093.1	772001	772828	+	828	56	56	56	56	47	47	217	217	150	150	168	168	118	118	190	190	173	173	56	56	66	66	59	59
cds-XP_019330970.1	NC_032093.1	775455	775670	+	216	1275	1275	1311	1311	1286	1286	2240	2240	1817	1817	1314	1314	1407	1407	1661	1661	1307	1307	1504	1504	1435	1435	1309	1309
cds-XP_712020.1	NC_032093.1	777303	778316	-	1014	384	384	499	499	455	455	869	869	609	609	497	497	558	558	597	597	439	439	398	398	333	333	477	477
cds-XP_711407.2	NC_032093.1	778703	780199	-	1497	1819	1819	2108	2108	2153	2153	2710	2710	1939	1939	1465	1465	1497	1497	1731	1731	1239	1239	2144	2144	1627	1627	1989	1989
cds-XP_711409.1	NC_032093.1	780649	782214	-	1566	3022	3022	3374	3374	3228	3228	6115	6115	5129	5129	2634	2634	4734	4734	5236	5236	2393	2393	3239	3239	2054	2054	2947	2947
cds-XP_711411.1	NC_032093.1	782698	784329	-	1632	1546	1546	1711	1711	1564	1564	1565	1565	1294	1294	1095	1095	1066	1066	1214	1214	1072	1072	1482	1482	1081	1081	1476	1476
cds-XP_711412.2	NC_032093.1	785559	787265	+	1707	5793	5793	6297	6297	5543	5543	5385	5385	6510	6510	7969	7969	6029	6029	7366	7366	6898	6898	6106	6106	4220	4220	5676	5676
cds-XP_711413.1	NC_032093.1	787678	789219	-	1542	1325	1325	1248	1248	1072	1072	914	914	835	835	2554	2554	733	733	1171	1171	2647	2647	1353	1353	910	910	1128	1128
cds-XP_711414.1	NC_032093.1	791003	792178	+	1176	63	63	35	35	30	30	14	14	38	38	10	10	33	33	40	40	32	32	60	60	30	30	48	48
cds-XP_711415.1	NC_032093.1	792460	793005	-	546	532	532	584	584	679	679	1068	1068	834	834	694	694	640	640	668	668	619	619	583	583	485	485	539	539
cds-XP_711416.1	NC_032093.1	793426	793743	-	318	65238	65238	66899	66899	82930	82930	141322	141322	99056	99056	87276	87276	70772	70772	90405	90405	78642	78642	75775	75775	45727	45727	76697	76697
cds-XP_711417.2	NC_032093.1	794502	796880	+	2379	6365	6365	7818	7818	5430	5430	9671	9671	8742	8742	6221	6221	6214	6214	7356	7356	6009	6009	6553	6553	4194	4194	5522	5522
cds-XP_711419.1	NC_032093.1	797418	797924	+	507	538	538	575	575	581	581	595	595	569	569	548	548	388	388	629	629	589	589	537	537	511	511	543	543
cds-XP_711420.2	NC_032093.1	798357	798866	+	510	1933	1933	2259	2259	2260	2260	1725	1725	2671	2671	2357	2357	1817	1817	2538	2538	2329	2329	2156	2156	1506	1506	1849	1849
cds-XP_711422.1	NC_032093.1	798967	800349	-	1383	1386	1386	1492	1492	1556	1556	1809	1809	1427	1427	1333	1333	1092	1092	1447	1447	1335	1335	1395	1395	985	985	1348	1348
cds-XP_711423.1	NC_032093.1	801071	802807	+	1737	1177	1177	1275	1275	1187	1187	1388	1388	1125	1125	1022	1022	910	910	1144	1144	1026	1026	1193	1193	909	909	1053	1053
cds-XP_711424.1	NC_032093.1	803133	804599	+	1467	4078	4078	4422	4422	4958	4958	5844	5844	4567	4567	4888	4888	3335	3335	3884	3884	4437	4437	4211	4211	3779	3779	4285	4285
cds-XP_711425.1	NC_032093.1	805339	807027	+	1689	871	871	815	815	847	847	1141	1141	882	882	704	704	607	607	765	765	765	765	913	913	671	671	940	940
cds-XP_711426.1	NC_032093.1	807684	808682	+	999	479	479	499	499	454	454	754	754	567	567	593	593	484	484	519	519	450	450	603	603	548	548	520	520
cds-XP_711427.1	NC_032093.1	808679	809257	-	579	1066	1066	1306	1306	1356	1356	2140	2140	1499	1499	980	980	1018	1018	1351	1351	1141	1141	1391	1391	1122	1122	1406	1406
cds-XP_711428.2	NC_032093.1	809368	810267	+	900	188	188	174	174	138	138	231	231	155	155	190	190	215	215	158	158	134	134	193	193	143	143	160	160
cds-XP_711430.2	NC_032093.1	810545	811666	-	1122	100	100	99	99	75	75	167	167	95	95	98	98	121	121	138	138	81	81	82	82	88	88	104	104
cds-XP_711431.1	NC_032093.1	813516	814376	-	861	780	780	866	866	851	851	1411	1411	1107	1107	884	884	898	898	1246	1246	894	894	843	843	616	616	759	759
cds-XP_711432.1	NC_032093.1	816570	818933	+	2364	3081	3081	3606	3606	3256	3256	2728	2728	2464	2464	2179	2179	1912	1912	2197	2197	2220	2220	3214	3214	2777	2777	2957	2957
cds-XP_711433.1	NC_032093.1	819887	821131	+	1245	296	296	343	343	302	302	435	435	295	295	223	223	218	218	324	324	193	193	312	312	283	283	312	312
cds-XP_711434.2	NC_032093.1	821296	822195	-	900	276	276	284	284	361	361	416	416	395	395	419	419	378	378	358	358	323	323	376	376	246	246	349	349
cds-XP_711176.1	NC_032093.1	822508	823392	-	885	432	432	445	445	466	466	290	290	268	268	204	204	253	253	285	285	229	229	458	458	353	353	390	390
cds-XP_711174.2	NC_032093.1	824224	825066	+	843	37	37	52	52	23	23	24	24	19	19	26	26	22	22	32	32	31	31	29	29	25	25	27	27
cds-XP_711173.1	NC_032093.1	825581	826402	+	822	492	492	521	521	490	490	655	655	478	478	440	440	382	382	456	456	413	413	440	440	442	442	436	436
cds-XP_711172.1	NC_032093.1	829497	829922	+	426	434	434	521	521	363	363	240	240	284	284	166	166	204	204	286	286	165	165	466	466	341	341	382	382
cds-XP_711171.1	NC_032093.1	830628	833507	-	2880	4820	4820	5308	5308	5124	5124	8090	8090	5620	5620	5407	5407	4837	4837	5516	5516	5164	5164	5234	5234	4797	4797	4898	4898
cds-XP_711169.1	NC_032093.1	833913	835052	-	1140	91	91	104	104	125	125	109	109	150	150	954	954	77	77	136	136	891	891	81	81	70	70	121	121
cds-XP_711168.1	NC_032093.1	836229	836855	-	627	523	523	531	531	604	604	852	852	673	673	629	629	492	492	708	708	679	679	559	559	412	412	568	568
cds-XP_711167.2	NC_032093.1	837646	838218	+	573	2155	2155	2494	2494	2546	2546	4795	4795	3409	3409	2262	2262	2763	2763	3158	3158	2247	2247	2440	2440	1982	1982	2368	2368
