From	Entry	Gene Names (primary)
XP_720571.2	A0A1D8PNG2	
XP_720570.2	A0A1D8PNF9	
XP_720562.1	Q5AGC6	
XP_720559.2	A0A1D8PNG1	
XP_720557.2	Q5AGD1	
XP_720556.2	A0A1D8PNE9	
XP_720553.2	A0A1D8PNE4	
XP_720552.1	A0A1D8PNE2	
XP_720550.1	Q5AGD8	
XP_720549.1	Q5AGD9	
XP_019330963.1	A0A1D8PNF0	
XP_720539.1	Q5AGF0	
XP_720538.2	A0A1D8PND7	
XP_720537.2	A0A1D8PNE3	
XP_019330962.1	A0A1D8PND4	
XP_720531.1	Q5AGF9	
XP_720528.2	A0A1D8PNC2	
XP_714581.2	A0A1D8PNC3	
XP_714585.2	A0A1D8PNE8	
XP_714587.2	A0A1D8PNA7	
XP_714588.2	A0A1D8PNA9	
XP_714590.2	A0A1D8PNB7	
XP_714591.2	A0A1D8PNB9	
XP_714593.1	A0A1D8PNB3	
XP_714596.2	A0A1D8PNA1	
XP_019330961.1	A0A1D8PNB0	
XP_714600.2	A0A1D8PNB1	
XP_714601.2	A0A1D8PNB2	
XP_714602.2	A0A1D8PNA3	
XP_714618.2	A0A1D8PN86	
XP_714620.2	A0A1D8PN78	
XP_711154.1	Q59N30	
XP_711357.2	A0A1D8PN68	
XP_711354.1	Q59NQ2	
XP_711353.2	A0A1D8PN79	
XP_711352.2	A0A1D8PN73	
XP_711348.2	A0A1D8PN63	
XP_711345.2	A0A1D8PN64	
XP_711337.2	A0A1D8PN59	
XP_019330956.1	A0A1D8PN67	
XP_711335.2	A0A1D8PN56	
XP_715696.2	A0A1D8PN55	
XP_715701.2	A0A1D8PN50	
XP_715702.2	A0A1D8PN57	
XP_715706.2	A0A1D8PN40	
XP_715709.1	Q5A1Q0	
XP_715711.2	A0A1D8PN51	
XP_715715.2	A0A1D8PN37	
XP_715722.1	Q5A1N7	
XP_715724.1	A0A1D8PN39	
XP_715726.1	Q5A1N1	
XP_019330954.1	A0A1D8PN49	
XP_715730.2	A0A1D8PN25	
XP_019330953.1	A0A1D8PN22	
XP_715732.1	Q5A1M5	
XP_715737.1	Q5A1M0	
XP_714215.1	Q5A1L3	
XP_714214.1	Q59X91	
XP_714212.1	Q59X93	
XP_714210.1	A0A1D8PN08	
XP_714209.2	A0A1D8PN05	
XP_714208.2	A0A1D8PN02	
XP_714206.2	A0A1D8PN15	
XP_714205.2	A0A1D8PN11	
XP_716767.2	A0A1D8PMZ0	
XP_716768.2	A0A1D8PMY7	
XP_716770.1	Q5A515	
XP_710133.2	Q5A512	
XP_716775.1	Q5A510	
XP_716777.1	Q5A508	
XP_716788.1	Q5A4Z7	
XP_716790.1	Q5A4Z5	
XP_716791.1	Q5A4Z4	
XP_716792.1	Q5A4Z2	
XP_716794.1	Q5A4Z0	
XP_019330949.1	A0A1D8PMX3	
XP_716800.1	Q5A4Y4	
XP_716805.1	Q5A4X9	
XP_716807.1	Q5A4X7	
XP_716808.1	Q5A4X6	
XP_716810.1	Q5A4X4	
XP_710509.2	A0A1D8PMV1	
XP_710510.1	A0A1D8PMU3	
XP_710511.1	A0A1D8PMU8	
XP_710512.2	A0A1D8PMU1	
XP_710513.1	A0A1D8PMU5	
XP_019330948.1	A0A1D8PMV7	
XP_710515.1	A0A1D8PMU2	
XP_710517.1	A0A1D8PMU4	
XP_710518.1	A0A1D8PMT6	
XP_710521.1	A0A1D8PMT3	
XP_710523.2	A0A1D8PMU0	
XP_710522.2	A0A1D8PMT2	
XP_710527.1	A0A1D8PMT8	
XP_715383.2	A0A1D8PMU6	
XP_715386.2	A0A1D8PMT7	
XP_715390.2	A0A1D8PMS8	
XP_715394.2	A0A1D8PMS3	
XP_715393.2	A0A1D8PMT0	
XP_019330947.1	A0A1D8PMT5	
XP_019330946.1	A0A1D8PMT4	
XP_715398.1	Q5A108	
XP_715399.1	Q5A107	
XP_715401.2	A0A1D8PMS0	
XP_715409.2	A0A1D8PMR4	
XP_715412.1	A0A1D8PMS1	
XP_715414.2	A0A1D8PMR7	
XP_715416.1	Q5A0Y9	
XP_715418.1	Q5A0Y7	
XP_715422.2	A0A1D8PMR1	
XP_715424.2	A0A1D8PMQ7	
XP_715429.1	Q5A0X6	
XP_019330944.1	A0A1D8PMQ1	
XP_715433.2	A0A1D8PMP9	
XP_715434.2	A0A1D8PMP5	
XP_715437.2	A0A1D8PMN4	
XP_715439.2	Q5A0W6	
XP_715441.1	Q5A0W4	
XP_715444.1	Q5A0W1	
XP_715445.1	Q5A0W0	
XP_715448.2	A0A1D8PMM8	
XP_019330943.1	A0A1D8PMM0	
XP_715450.2	A0A1D8PMM2	
XP_715451.1	Q5A0V4	
XP_715523.2	A0A1D8PMN0	
XP_715524.1	Q5A1F2	
XP_715525.1	Q5A1F1	
XP_715526.1	Q5A1F0	
XP_715527.2	A0A1D8PMM7	
XP_715543.2	A0A1D8PMK4	
XP_715545.2	A0A1D8PML5	
XP_715546.2	A0A1D8PML3	
XP_715547.2	A0A1D8PML6	
XP_715548.1	Q5A1C7	
XP_715554.1	Q5A1C1	
XP_715555.1	Q5A1C0	
XP_019330941.1	A0A1D8PMJ7	
XP_715563.1	Q5A1B1	
XP_715568.1	Q5A1A5	
XP_715569.1	Q5A1A4	
XP_715570.1	A0A1D8PMJ4	
XP_715571.2	A0A1D8PMJ1	
XP_019330940.1	A0A1D8PMI0	
XP_715574.1	Q5A199	
XP_715575.2	A0A1D8PMI5	
XP_019330939.1	A0A1D8PMI3	
XP_715577.2	A0A1D8PMH0	
XP_710310.2	A0A1D8PMG9	
XP_711868.2	A0A1D8PMH3	
XP_711862.2	A0A1D8PMG1	
XP_711857.2	A0A1D8PMG4	
XP_711855.1	A0A1D8PMG6	
XP_716585.2	A0A1D8PMF0	
XP_716584.1	Q5A431	
XP_716582.2	A0A1D8PMG2	
XP_716581.1	Q5A435	
XP_716580.2	A0A1D8PMF7	
XP_716576.2	A0A1D8PMF3	
XP_019330935.1	A0A1D8PMF5	
XP_716575.1	Q5A441	
XP_716574.2	A0A1D8PME1	
XP_716573.2	A0A1D8PME8	
XP_716567.2	A0A1D8PME5	
XP_716566.2	A0A1D8PME7	
XP_716558.1	Q5A460	
XP_716557.2	A0A1D8PMD0	
XP_716556.1	Q5A462	
XP_716555.2	A0A1D8PMD7	
XP_716554.2	A0A1D8PMD5	
XP_716548.2	A0A1D8PMC0	
XP_716547.1	Q5A470	
XP_711448.2	A0A1D8PMC1	
XP_711445.2	A0A1D8PMC3	
XP_711444.1	Q59P08	
XP_019330933.1	A0A1D8PMC2	
XP_711442.2	A0A1D8PMB4	
XP_711440.2	A0A1D8PMB5	
XP_711439.2	A0A1D8PMA9	
XP_711438.2	A0A1D8PMA4	
XP_710122.1	A0A1D8PMB2	
XP_712252.1	Q59R98	
XP_712249.2	A0A1D8PM98	
XP_712247.1	A0A1D8PMA7	
XP_710995.2	A0A1D8PM92	
XP_710993.2	A0A1D8PM89	
XP_717174.1	A0A1D8PM90	
XP_717184.2	A0A1D8PM77	
XP_717185.2	A0A1D8PM74	
XP_717186.2	A0A1D8PM72	
XP_717187.1	Q5A6A8	
XP_019330930.1	A0A1D8PM81	
XP_717188.2	A0A1D8PM69	
XP_717190.1	Q5A6A5	
XP_717197.2	A0A1D8PM60	
XP_717198.2	A0A1D8PM64	
XP_717202.1	Q5A693	
XP_717204.2	A0A1D8PM53	
XP_717209.1	A0A1D8PM63	
XP_717211.2	A0A1D8PM68	
XP_717215.2	A0A1D8PM44	
XP_717218.2	A0A1D8PM47	
XP_717220.1	Q5A675	
XP_717222.2	A0A1D8PM54	
XP_717224.1	Q5A671	
XP_717225.2	A0A1D8PM59	
XP_717226.1	Q5A669	
XP_717230.2	A0A1D8PM45	
XP_717237.2	A0A1D8PM51	
XP_717247.1	Q5A647	
XP_019330927.1	A0A1D8PM37	
XP_019330925.1	A0A1D8PM30	
XP_711539.2	A0A1D8PM13	
XP_711540.1	Q59PA4	
XP_711542.2	A0A1D8PM15	
XP_711545.1	Q59P99	
XP_711549.1	Q59P95	
XP_711552.1	Q59P92	
XP_711553.2	A0A1D8PM19	
XP_711554.1	Q59P89	
XP_717094.2	A0A1D8PM07	
XP_711557.2	A0A1D8PM20	
XP_717097.1	Q5A5V8	
XP_717099.2	A0A1D8PM02	
XP_717100.1	Q5A5V4	
XP_717101.2	A0A1D8PLZ6	
XP_019330924.1	A0A1D8PM00	
XP_717104.2	A0A1D8PM03	
XP_717109.2	A0A1D8PLZ3	
XP_717111.1	Q5A5U1	
XP_717114.2	A0A1D8PLY8	
XP_710107.2	A0A1D8PLY5	
XP_019330923.1	A0A1D8PLZ2	
XP_019330922.1	Q5AHK9	
XP_019330921.1	A0A1D8PLY2	
XP_710086.2	A0A1D8PLX6	
XP_710545.1	A0A1D8PLX7	
XP_710543.1	Q59LD5	
XP_710542.2	A0A1D8PLY0	
XP_710540.2	A0A1D8PLX4	
XP_709941.2	A0A1D8PLX3	
XP_709942.2	A0A1D8PLW9	
XP_709943.1	A0A1D8PLW1	
XP_709944.1	A0A1D8PLX1	
XP_709945.1	Q59TN2	
XP_709947.2	A0A1D8PLW3	
XP_709948.2	A0A1D8PLV8	
XP_709949.1	A0A1D8PLV7	
XP_709950.1	A0A1D8PLW5	
XP_709951.2	A0A1D8PLW0	
XP_716063.1	Q5A2I3	
XP_709958.1	Q59TL8	
XP_709962.2	A0A1D8PLU9	
XP_709965.2	A0A1D8PLU7	
XP_711598.2	A0A1D8PLV4	
XP_711596.2	A0A1D8PLV2	
XP_711595.1	A0A1D8PLU2	
XP_711593.2	A0A1D8PLU0	
XP_711587.2	A0A1D8PLT6	
XP_019330920.1	A0A1D8PLS9	
XP_711584.2	A0A1D8PLT3	
XP_710308.1	A0A1D8PLS7	
XP_019330919.1	A0A1D8PLS6	
XP_019330918.1	A0A1D8PLS2	
XP_720417.2	A0A1D8PLT5	
XP_720422.2	A0A1D8PLS1	
XP_720423.2	A0A1D8PLR8	
XP_720424.2	A0A1D8PLS0	
XP_720426.2	A0A1D8PLR6	
XP_720427.1	Q5AFD3	
XP_720428.1	Q5AFD2	
XP_720429.1	Q5AFD1	
XP_720430.2	A0A1D8PLR2	
XP_720435.1	Q5AFC5	
XP_720437.2	A0A1D8PLR3	
XP_720439.2	A0A1D8PLQ3	
XP_019330917.1	A0A1D8PLR5	
XP_720444.1	A0A1D8PLQ2	
XP_720450.1	Q5AFB1	
XP_720451.1	Q5AFA9	
XP_720453.1	Q5AFA6	
XP_720455.1	Q5AFA5	
XP_720459.1	Q5AF99	
XP_720461.2	A0A1D8PLN9	
XP_720462.2	A0A1D8PLN7	
XP_019330914.1	A0A1D8PLP6	
XP_720470.1	A0A1D8PLN3	
XP_720474.2	A0A1D8PLM7	
XP_720476.2	A0A1D8PLM4	
XP_720478.1	Q5AF80	
XP_720480.2	A0A1D8PLN0	
XP_720483.2	A0A1D8PLM0	
XP_720484.2	A0A1D8PLM1	
XP_720487.1	Q5AF71	
XP_720492.2	A0A1D8PLL7	
XP_720481.2	A0A1D8PLL7	
XP_720493.2	A0A1D8PLL0	
XP_720499.2	A0A1D8PLK4	
XP_720501.2	A0A1D8PLJ9	
XP_720506.1	Q5AF52	
XP_720507.2	A0A1D8PLK0	
XP_720513.1	Q5AF43	
XP_720519.1	Q5AF37	
XP_720520.1	Q5AF36	
XP_722636.1	Q5AMT3	
XP_722638.1	Q5AMT0	
XP_722641.1	Q5AMS7	
XP_722642.2	A0A1D8PLG7	
XP_722643.1	Q5AMS5	
XP_722646.1	Q5AMS2	
XP_019330912.1	A0A1D8PLH5	
XP_722649.1	Q5AMR9	
XP_722652.1	Q5AMR6	
XP_722654.1	Q5AMR4	
XP_722655.1	Q5AMR3	
XP_722661.1	Q5AMQ8	
XP_019330910.1	A0A1D8PLE7	
XP_722667.1	Q5AMQ1	
XP_722668.2	A0A1D8PLF9	
XP_722669.1	Q5AMP9	
XP_722672.1	Q5AMP6	
XP_722673.1	Q5AMP5	
XP_722679.1	A0A1D8PLE0	
XP_722681.2	A0A1D8PLD7	
XP_722682.2	A0A1D8PLD9	
XP_722683.1	Q5AMN5	
XP_722684.1	Q5AMN4	
XP_722687.1	Q5AMN1	
XP_722689.1	Q5AMM9	
XP_722693.2	A0A1D8PLC3	
XP_722695.2	A0A1D8PLD5	
XP_722699.2	A0A1D8PLF7	
XP_722700.2	A0A1D8PLB3	
XP_722701.2	A0A1D8PLC1	
XP_722705.1	Q5AML3	
XP_722710.2	A0A1D8PLC7	
XP_722711.1	A0A1D8PLE6	
XP_722714.1	Q5AMK4	
XP_722715.2	A0A1D8PLA2	
XP_722724.2	A0A1D8PL90	
XP_722727.2	A0A1D8PL88	
XP_722728.2	A0A1D8PL92	
XP_722729.2	A0A1D8PLA6	
XP_722730.2	A0A1D8PL91	
XP_722735.2	A0A1D8PLC8	
XP_722736.1	Q5AMI0	
XP_722738.2	A0A1D8PL94	
XP_722745.1	Q5AMH0	
XP_722746.1	A0A1D8PL97	
XP_722747.2	A0A1D8PLB8	
XP_722749.1	Q5AMG6	
XP_722754.1	A0A1D8PL84	
XP_722764.2	A0A1D8PL60	
XP_722766.2	A0A1D8PL76	
XP_722767.2	A0A1D8PL59	
XP_722768.2	A0A1D8PL75	
XP_722770.2	A0A1D8PL79	
XP_722771.1	Q5AME0	
XP_722772.1	Q5AMD9	
XP_722776.2	A0A1D8PL49	
XP_712613.1	Q59SL4	
XP_712615.2	A0A1D8PL51	
XP_712618.1	Q59SK8	
XP_712621.2	A0A1D8PL44	
XP_712622.2	A0A1D8PL39	
XP_712623.2	A0A1D8PL40	
XP_712625.2	A0A1D8PL57	
XP_712626.1	Q59SK0	
XP_712628.2	A0A1D8PL42	
XP_712630.1	Q59SJ6	
XP_712633.1	Q59SJ3	
XP_019330902.1	A0A1D8PL48	
XP_712638.2	A0A1D8PL36	
XP_712639.2	A0A1D8PL33	
XP_712643.1	Q59SI3	
XP_710021.2	A0A1D8PL41	
XP_713359.2	A0A1D8PL26	
XP_713357.1	Q59UP4	
XP_713356.2	A0A1D8PL46	
XP_713352.2	A0A1D8PL12	
XP_713350.1	Q59UQ1	
XP_713347.1	Q59UQ4	
XP_713346.2	A0A1D8PL15	
XP_019330901.1	A0A1D8PL02	
XP_019330900.1	A0A1D8PL05	
XP_019330899.1	A0A1D8PL08	
XP_713332.2	A0A1D8PL24	
XP_713330.1	A0A1D8PL34	
XP_713329.1	A0A1D8PKZ4	
XP_713327.1	Q59US4	
XP_713325.1	Q59US6	
XP_713323.1	Q59US8	
XP_713314.2	A0A1D8PKZ2	
XP_710344.2	A0A1D8PKX8	
XP_710342.2	A0A1D8PKX5	
XP_710340.2	A0A1D8PL00	
XP_710339.2	A0A1D8PL18	
XP_710334.2	A0A1D8PKX2	
XP_710945.2	A0A1D8PKW5	
XP_710944.1	A0A1D8PKX1	
XP_019330894.1	A0A1D8PKZ6	
XP_710941.1	A0A1D8PL09	
XP_710942.1	A0A1D8PKW7	
XP_710940.1	A0A1D8PKW9	
XP_710935.1	A0A1D8PKW6	
XP_710933.1	A0A1D8PKW1	
XP_710931.1	A0A1D8PL04	
XP_710927.2	A0A1D8PKW0	
XP_719809.1	Q5ADY2	
XP_719812.1	Q5ADY0	
XP_719816.1	Q5ADX4	
XP_019330893.1	A0A1D8PKZ5	
XP_719819.1	Q5ADX1	
XP_719822.2	A0A1D8PKU9	
XP_719825.1	Q5ADW5	
XP_719829.1	Q5ADW1	
XP_719830.1	Q5ADW0	
XP_019330891.1	A0A1D8PKU3	
XP_719831.2	A0A1D8PKU0	
XP_719835.1	Q5ADV4	
XP_719837.1	Q5ADV2	
XP_719840.1	Q5ADU9	
XP_719841.1	Q5ADU7	
XP_019330889.1	A0A1D8PKR9	
XP_719845.1	Q5ADU3	
XP_719848.1	Q5ADU0	
XP_019330888.1	A0A1D8PKR8	
XP_719851.1	Q5ADT7	
XP_719853.1	Q5ADT5	
XP_719855.1	Q5ADT3	
XP_719866.1	Q5ADS1	
XP_719873.1	Q5ADR4	
XP_719879.1	Q5ADQ8	
XP_019330886.1	A0A1D8PKP8	
XP_019330885.1	A0A1D8PKP3	
XP_719884.1	Q5ADQ3	
XP_719885.1	Q5ADQ2	
XP_719886.1	Q5ADQ1	
XP_719889.1	Q5ADP8	
XP_719893.1	Q5ADP4	
XP_719899.1	Q5ADN7	
XP_719900.1	Q5ADN6	
XP_719902.1	Q5ADN4	
XP_719904.1	Q5ADN2	
XP_719910.1	Q5ADM5	
XP_719912.1	Q5ADM3	
XP_719914.1	Q5ADM0	
XP_719920.2	A0A1D8PKJ8	
XP_019330883.1	A0A1D8PKK1	
XP_719921.1	Q5ADL2	
XP_719922.1	Q5ADL1	
XP_719924.2	A0A1D8PKK4	
XP_716119.1	A0A1D8PKK2	
XP_716118.1	A0A1D8PKI9	
XP_716117.1	A0A1D8PKN5	
XP_716116.1	A0A1D8PKI7	
XP_716114.1	A0A1D8PKL2	
XP_716113.2	A0A1D8PKJ1	
XP_716111.1	A0A1D8PKJ5	
XP_716106.1	A0A1D8PKI1	
XP_716105.1	A0A1D8PKI4	
XP_716104.1	A0A1D8PKK7	
XP_716103.1	A0A1D8PKI0	
XP_716102.1	A0A1D8PKQ4	
XP_716098.1	A0A1D8PKI3	
XP_716094.1	A0A1D8PKH4	
XP_716091.1	A0A1D8PKH1	
XP_716090.1	A0A1D8PKN1	
XP_019330880.1	A0A1D8PKH8	
XP_716087.1	A0A1D8PKG5	
XP_716068.1	A0A1D8PKG8	
XP_716069.1	A0A1D8PKG0	
XP_716070.1	A0A1D8PKG1	
XP_716071.1	A0A1D8PKK5	
XP_019330877.1	A0A1D8PKF3	
XP_716085.2	A0A1D8PKF2	
XP_716639.2	P0CU36	
XP_716638.1	A0A1D8PKE5	
XP_716637.1	A0A1D8PKE3	
XP_716634.1	A0A1D8PKE0	
XP_716627.1	A0A1D8PKI6	
XP_716626.1	A0A1D8PKD4	
XP_716621.1	A0A1D8PKD8	
XP_716617.1	A0A1D8PKH6	
XP_716616.1	A0A1D8PKC7	
XP_716611.1	A0A1D8PKJ0	
XP_716609.1	A0A1D8PKD0	
XP_716607.1	A0A1D8PKB3	
XP_716605.1	A0A1D8PKB7	
XP_716602.1	A0A1D8PKA3	
XP_716598.2	A0A1D8PKB0	
XP_716597.1	A0A1D8PKA7	
XP_716588.1	A0A1D8PKG7	
XP_714707.1	A0A1D8PK95	
XP_714705.1	A0A1D8PKA2	
XP_714696.1	A0A1D8PKA6	
XP_714695.1	A0A1D8PKA1	
XP_714692.1	A0A1D8PK81	
XP_714690.1	A0A1D8PKB2	
XP_714689.1	A0A1D8PK82	
XP_714687.1	A0A1D8PK78	
XP_714685.1	A0A1D8PK91	
XP_714684.1	A0A1D8PK86	
XP_714682.1	A0A1D8PK68	
XP_714679.1	Q59YV0	
XP_714676.1	A0A1D8PK67	
XP_714674.1	A0A1D8PK90	
XP_714672.1	A0A1D8PK80	
XP_723216.1	Q5AN95	
XP_723215.1	Q5AN96	
XP_723212.1	Q5ANA0	
XP_723199.1	Q5ANB5	
XP_723198.1	Q5ANB6	
XP_019330872.1	A0A1D8PK48	
XP_723195.1	Q5ANB9	
XP_723191.1	Q5ANC3	
XP_723189.1	Q5ANC5	
XP_723187.1	Q5ANC7	
XP_723181.1	Q5AND3	
XP_723176.1	Q5AND8	
XP_723172.1	Q5ANE2	
XP_019330869.1	A0A1D8PK75	
XP_723163.1	Q5ANF1	
XP_723155.1	Q5ANG0	
XP_723154.1	Q5ANG1	
XP_723153.1	Q5ANG2	
XP_723147.1	Q5ANG8	
XP_723146.1	Q5ANG9	
XP_723145.1	Q5ANH0	
XP_723144.1	Q5ANH1	
XP_723142.1	Q5ANH3	
XP_723141.1	Q5ANH4	
XP_723137.1	Q5ANH8	
XP_723134.1	Q5ANI2	
XP_723133.1	Q5ANI3	
XP_019330866.1	A0A1D8PK11	
XP_723123.1	Q5ANJ1	
XP_723119.1	Q5ANJ6	
XP_723113.1	Q5ANK4	
XP_723112.1	Q5ANK5	
XP_019330864.1	A0A1D8PJY0	
XP_723108.1	Q5ANK9	
XP_723106.1	Q5ANL3	
XP_723100.1	Q5ANL8	
XP_723096.2	A0A1D8PJZ9	
XP_723095.2	A0A1D8PK06	
XP_019330861.1	A0A1D8PJW6	
XP_723090.1	Q5ANM7	
XP_019330859.1	A0A1D8PJV5	
XP_723081.1	Q5ANN5	
XP_723079.2	A0A1D8PJV9	
XP_019330858.1	A0A1D8PJU7	
XP_723076.2	A0A1D8PJZ0	
XP_723073.1	Q5ANP3	
XP_723072.1	Q5ANP4	
XP_019330857.1	A0A1D8PJV3	
XP_019330855.1	A0A1D8PJU2	
XP_711008.2	A0A1D8PJU8	
XP_712724.1	Q59SU6	
XP_019330854.1	A0A1D8PJT6	
XP_712730.1	Q59SU0	
XP_712735.2	A0A1D8PJS8	
XP_712741.1	Q59ST0	
XP_712740.1	Q59SS9	
XP_712742.1	Q59SS8	
XP_712744.1	Q59SS6	
XP_712751.2	A0A1D8PJT9	
XP_712752.1	A0A1D8PJQ9	
XP_712753.1	A0A1D8PJR4	
XP_712758.2	A0A1D8PJV7	
XP_720050.1	Q5AEB3	
XP_720049.1	Q5AEB4	
XP_720047.2	A0A1D8PJQ8	
XP_720046.1	Q5AEB7	
XP_720044.2	A0A1D8PJP3	
XP_720040.1	Q5AEC3	
XP_720039.1	Q5AEC5	
XP_720036.2	A0A1D8PJQ4	
XP_720035.1	Q5AEC8	
XP_720033.1	Q5AED0	
XP_720030.2	A0A1D8PJM8	
XP_720029.2	A0A1D8PJP0	
XP_019330849.1	A0A1D8PJR3	
XP_720026.2	A0A1D8PJT1	
XP_720021.1	Q5AEE2	
XP_720020.2	A0A1D8PJN1	
XP_720016.2	A0A1D8PJQ5	
XP_720015.1	Q5AEE8	
XP_720014.2	A0A1D8PJN7	
XP_720010.1	Q5AEF3	
XP_720009.2	A0A1D8PJL2	
XP_720003.2	A0A1D8PJL4	
XP_720002.1	Q5AEG1	
XP_720000.1	Q5AEG3	
XP_719999.2	A0A1D8PJN2	
XP_719994.1	Q5AEH0	
XP_719982.1	Q5AEI3	
XP_719981.2	Q5AEH6	
XP_719989.1	Q5AEH6	
XP_719979.2	Q5AEH4	
XP_719991.1	Q5AEH4	
XP_719978.1	Q5AEV7	
XP_719992.1	Q5AEV7	
XP_719977.1	Q5AEI9	
XP_719976.1	Q5AEJ0	
XP_719974.2	A0A1D8PJI2	
XP_719973.1	Q5AEJ3	
XP_719968.2	A0A1D8PJN4	
XP_719966.2	A0A1D8PJK6	
XP_719965.2	A0A1D8PJL3	
XP_719963.2	A0A1D8PJH5	
XP_719962.1	A0A1D8PJH4	
XP_019330846.1	A0A1D8PJH9	
XP_719959.2	A0A1D8PJH3	
XP_719957.1	Q5AEK9	
XP_719956.2	A0A1D8PJH6	
XP_719953.2	A0A1D8PJK8	
XP_719951.2	A0A1D8PJH2	
XP_719946.2	A0A1D8PJG8	
XP_719945.2	A0A1D8PJI0	
XP_019330842.1	A0A1D8PJI9	
XP_721685.2	A0A1D8PJF6	
XP_721687.2	A0A1D8PJI5	
XP_721688.2	A0A1D8PJF3	
XP_721689.2	A0A1D8PJG7	
XP_721690.2	A0A1D8PJF4	
XP_721696.1	A0A1D8PJF1	
XP_019330841.1	A0A1D8PJE5	
XP_721698.1	Q5AJH3	
XP_721699.1	Q5AJH2	
XP_019330840.1	A0A1D8PJE3	
XP_019330839.1	A0A1D8PJF7	
XP_721704.1	Q5AJG7	
XP_721705.2	A0A1D8PJD2	
XP_721709.2	A0A1D8PJF0	
XP_019330837.1	A0A1D8PJD5	
XP_721714.2	A0A1D8PJC7	
XP_721715.1	A0A1D8PJC6	
XP_721716.2	A0A1D8PJC8	
XP_721718.1	Q5AJF2	
XP_721720.1	A0A1D8PJD6	
XP_019330836.1	A0A1D8PJC5	
XP_721728.1	Q5AJE0	
XP_721730.1	Q5AJD8	
XP_721731.2	A0A1D8PJB6	
XP_019330835.1	A0A1D8PJB8	
XP_721733.2	A0A1D8PJA2	
XP_721739.2	A0A1D8PJB1	
XP_721741.2	A0A1D8PJB5	
XP_721743.1	Q5AJC5	
XP_721744.1	Q5AJC4	
XP_019330833.1	A0A1D8PJ94	
XP_019330832.1	A0A1D8PJ99	
XP_721749.2	A0A1D8PJB0	
XP_721752.2	A0A1D8PJA1	
XP_721753.2	A0A1D8PJ88	
XP_721754.2	A0A1D8PJ90	
XP_721755.1	Q5AJB3	
XP_721756.2	A0A1D8PJ92	
XP_721758.2	A0A1D8PJ87	
XP_721759.2	A0A1D8PJA6	
XP_721761.2	A0A1D8PJ82	
XP_721763.1	Q5AJA6	
XP_721764.1	Q5AJA5	
XP_721766.1	Q5AJA1	
XP_721769.2	A0A1D8PJ76	
XP_721770.2	A0A1D8PJ98	
XP_721778.2	A0A1D8PJ78	
XP_721780.1	Q5AJ84	
XP_721788.1	Q5AJ75	
XP_721791.1	Q5AJ72	
XP_721794.1	Q5AJ69	
XP_721796.1	A0A1D8PJ68	
XP_721799.1	Q5AJ64	
XP_721800.1	Q5AJ63	
XP_019330829.1	A0A1D8PJ67	
XP_710440.2	A0A1D8PJ57	
XP_710439.2	A0A1D8PJ33	
XP_710000.1	A0A1D8PJ61	
XP_718534.2	A0A1D8PJ36	
XP_718533.2	A0A1D8PJ35	
XP_718532.1	Q5A9X0	
XP_718530.1	Q5A9X2	
XP_019330828.1	A0A1D8PJ53	
XP_718528.2	A0A1D8PJ63	
XP_019330826.1	A0A1D8PJ24	
XP_718527.2	A0A1D8PJ49	
XP_718524.1	A0A1D8PJ21	
XP_718521.1	Q5A9Y1	
XP_718517.2	A0A1D8PJ59	
XP_718516.1	Q5A9Y7	
XP_710649.2	A0A1D8PJ09	
XP_710647.2	A0A1D8PJ34	
XP_710642.2	A0A1D8PJ10	
XP_710637.2	A0A1D8PJ08	
XP_717753.2	A0A1D8PJ04	
XP_717758.1	A0A1D8PJ46	
XP_717765.1	Q5A7S6	
XP_717768.1	Q5A7S3	
XP_717770.1	Q5A7S2	
XP_019330823.1	A0A1D8PIZ2	
XP_717772.1	Q5A7S0	
XP_436573.1	Q5A7R4	
XP_717778.1	Q5A7R0	
XP_717783.1	Q5A7Q5	
XP_717784.1	Q5A7Q4	
XP_717790.1	Q5A7P8	
XP_717792.1	Q5A7P6	
XP_717794.1	Q5A7P4	
XP_717797.1	Q5A7P2	
XP_717796.1	Q5A7P1	
XP_717798.2	A0A1D8PIX8	
XP_717800.1	Q5A7N9	
XP_717801.1	Q5A7N7	
XP_717803.1	Q5A7N5	
XP_717810.1	Q5A7M8	
XP_717811.1	Q5A7M7	
XP_717814.1	Q5A7M4	
XP_717818.1	Q5A7M0	
XP_717821.1	Q5A7L7	
XP_717823.1	Q5A7L4	
XP_717826.1	Q5A7L0	
XP_717828.1	Q5A7K9	
XP_717832.1	Q5A7K5	
XP_717833.1	Q5A7K4	
XP_717830.1	Q5A7K7	
XP_717835.1	Q5A7K2	
XP_717836.1	Q5A7K1	
XP_717839.1	Q5A7J8	
XP_717840.2	A0A1D8PIU7	
XP_717845.2	A0A1D8PIW5	
XP_717172.2	A0A1D8PIT1	
XP_717171.1	Q5A5N0	
XP_717170.1	Q5A5N1	
XP_019330822.1	A0A1D8PIU6	
XP_717168.2	A0A1D8PIS7	
XP_717159.1	Q5A5P4	
XP_717156.1	Q5A5P6	
XP_717155.1	Q5A5P7	
XP_717153.1	Q5A5P9	
XP_717149.1	Q5A5Q3	
XP_717148.1	Q5A5Q4	
XP_019330820.1	A0A1D8PIS1	
XP_717145.1	Q5A5Q7	
XP_717142.1	Q5A5R0	
XP_717124.1	Q5A5S8	
XP_714391.2	A0A1D8PIQ4	
XP_714392.2	A0A1D8PIP8	
